card_name,f1,f1_sig_strike_per,f1_sig_strike_total,f1_td_attempt,f1_td_succeed,f2,f2_sig_strike_per,f2_sig_strike_total,f2_td_attempt,f2_td_succeed,fights_location,round_format,round_fought,weight_class,winner,winning_method,fight_year,SApM_f1,SLpM_f1,height_f1,reach_f1,stance_f1,strAcc_f1,strDef_f1,subAvg_f1,tdAcc_f1,tdAvg_f1,tdDef_f1,weight_f1,birth_year_f1,win_f1,lose_f1,draw_f1,nc_f1,SApM_f2,SLpM_f2,height_f2,reach_f2,stance_f2,strAcc_f2,strDef_f2,subAvg_f2,tdAcc_f2,tdAvg_f2,tdDef_f2,weight_f2,birth_year_f2,win_f2,lose_f2,draw_f2,nc_f2,f1_age_when_fight,f2_age_when_fight
UFC 228: Woodley vs. Till,Jimmie Rivera,0.49,125.0,3.0,0.0,John Dodson,0.35,117.0,1.0,0.0,"Dallas, Texas, USA",3.0,3.0,Bantamweight,1.0,U-DEC,2018.0,4.06,5.79,162.56,63.0,Switch,0.47,0.53,0.5,0.34,1.97,0.66,115,1989,23,3,0,0,3.31,2.75,152.4,60.0,Orthodox,0.29,0.71,0.2,0.2,0.2,0.7,115,1989,9,4,0,0,29.0,29.0
UFC 228: Woodley vs. Till,Tyron Woodley,0.72,79.0,4.0,0.0,Darren Till,0.0,6.0,0.0,0.0,"Dallas, Texas, USA",5.0,2.0,Welterweight,1.0,SUB,2018.0,2.69,2.16,154.94,63.0,Orthodox,0.4,0.55,0.3,0.35,3.22,0.47,115,1987,20,7,0,0,1.45,4.82,165.1,66.0,Southpaw,0.65,0.48,0.6,0.62,6.47,1.0,115,1990,9,0,0,0,31.0,28.0
UFC 228: Woodley vs. Till,Jessica Andrade,0.52,73.0,0.0,0.0,Karolina Kowalkiewicz,0.42,56.0,0.0,0.0,"Dallas, Texas, USA",3.0,1.0,Women's Strawweight,1.0,KO/TKO,2018.0,3.9,4.03,162.56,68.0,Orthodox,0.4,0.6,0.1,0.27,0.88,0.92,135,1989,23,5,0,0,3.58,3.2,160.02,66.0,Orthodox,0.4,0.61,0.0,0.28,0.71,0.82,135,1984,22,12,0,0,29.0,34.0
UFC 227: Dillashaw vs. Garbrandt 2,Ricky Simon,0.47,53.0,20.0,7.0,Montel Jackson,0.44,94.0,2.0,2.0,"Los Angeles, California, USA",3.0,3.0,Bantamweight,1.0,U-DEC,2018.0,2.76,2.36,175.26,74.0,Orthodox,0.48,0.54,0.4,0.4,1.06,0.87,170,1982,19,7,1,0,3.31,2.3,182.88,74.0,Southpaw,0.46,0.56,0.0,0.46,0.55,0.69,185,1992,18,5,1,0,36.0,26.0
UFC 227: Dillashaw vs. Garbrandt 2,Kevin Holland,0.45,153.0,7.0,3.0,Thiago Santos,0.56,55.0,1.0,0.0,"Los Angeles, California, USA",3.0,3.0,Middleweight,0.0,U-DEC,2018.0,5.16,6.16,154.94,62.0,Orthodox,0.5,0.53,0.5,0.55,2.85,0.66,125,1991,23,9,0,0,5.55,5.34,160.02,64.0,Orthodox,0.4,0.57,0.2,0.3,0.34,0.75,115,1985,14,7,0,0,27.0,33.0
UFC 227: Dillashaw vs. Garbrandt 2,Renato Moicano,0.52,38.0,0.0,0.0,Cub Swanson,0.36,47.0,2.0,1.0,"Los Angeles, California, USA",3.0,1.0,Featherweight,1.0,SUB,2018.0,2.95,3.04,167.64000000000001,69.0,Orthodox,0.44,0.64,0.5,0.52,6.55,0.75,135,1992,20,3,0,0,1.4,3.39,177.8,75.0,Southpaw,0.54,0.63,0.3,0.71,3.54,0.67,135,1992,12,2,0,0,26.0,26.0
UFC 227: Dillashaw vs. Garbrandt 2,Kyung Ho Kang,0.36,146.0,2.0,1.0,Ricardo Ramos,0.41,157.0,2.0,1.0,"Los Angeles, California, USA",3.0,3.0,Bantamweight,0.0,S-DEC,2018.0,2.96,4.06,190.5,81.0,Orthodox,0.54,0.52,0.5,0.41,0.89,0.5,170,1992,23,9,0,1,2.57,3.72,187.96,76.0,Orthodox,0.48,0.53,0.1,0.33,0.88,0.65,205,1984,22,11,0,0,26.0,34.0
UFC 227: Dillashaw vs. Garbrandt 2,Sheymon Moraes,0.32,235.0,3.0,0.0,Matt Sayles,0.42,172.0,4.0,0.0,"Los Angeles, California, USA",3.0,3.0,Featherweight,1.0,U-DEC,2018.0,4.07,4.75,180.34,72.0,Orthodox,0.47,0.6,0.7,0.46,1.66,0.74,155,1989,17,5,1,0,3.73,4.68,172.72,70.0,Orthodox,0.5,0.6,0.4,0.52,1.09,0.61,135,1983,28,13,0,0,29.0,35.0
UFC 227: Dillashaw vs. Garbrandt 2,Brett Johns,0.47,245.0,4.0,0.0,Pedro Munhoz,0.43,168.0,6.0,0.0,"Los Angeles, California, USA",3.0,3.0,Bantamweight,0.0,U-DEC,2018.0,2.87,2.99,175.26,73.0,Orthodox,0.48,0.58,0.8,0.55,2.0,0.7,135,1987,18,9,0,1,3.82,3.32,175.26,72.0,Orthodox,0.38,0.57,0.6,0.58,2.58,0.72,145,1995,16,4,0,0,31.0,23.0
UFC 227: Dillashaw vs. Garbrandt 2,JJ Aldrich,0.35,129.0,5.0,1.0,Polyana Viana,0.48,83.0,1.0,0.0,"Los Angeles, California, USA",3.0,3.0,Women's Strawweight,1.0,U-DEC,2018.0,3.64,3.0,172.72,72.0,Orthodox,0.42,0.63,0.0,0.0,0.0,0.53,145,1990,11,4,0,0,2.81,4.83,170.18,68.0,Orthodox,0.41,0.61,0.7,0.16,0.36,0.81,155,1994,8,4,0,0,28.0,24.0
UFC 227: Dillashaw vs. Garbrandt 2,TJ Dillashaw,0.62,72.0,0.0,0.0,Cody Garbrandt,0.39,43.0,2.0,0.0,"Los Angeles, California, USA",5.0,1.0,Bantamweight,1.0,KO/TKO,2018.0,3.84,2.86,170.18,71.0,Orthodox,0.49,0.53,1.0,0.49,4.92,0.58,135,1992,17,2,0,0,5.96,5.4,167.64000000000001,65.0,Orthodox,0.44,0.58,0.6,0.2,0.55,0.81,135,1986,19,7,0,2,26.0,32.0
UFC 227: Dillashaw vs. Garbrandt 2,Demetrious Johnson,0.6,134.0,2.0,1.0,Henry Cejudo,0.34,147.0,11.0,3.0,"Los Angeles, California, USA",5.0,5.0,Flyweight,0.0,S-DEC,2018.0,4.54,4.05,165.1,67.0,Southpaw,0.45,0.6,0.0,0.37,0.9,0.75,125,1992,11,5,0,0,2.86,3.5,165.1,67.0,Orthodox,0.41,0.54,2.4,0.33,0.8,0.5,115,1992,13,5,0,0,26.0,26.0
UFC Fight Night: Lewis vs. Dos Santos,Alex White,0.59,82.0,3.0,2.0,Dan Moret,0.47,88.0,9.0,1.0,"Wichita, Kansas, USA",3.0,3.0,Lightweight,1.0,U-DEC,2019.0,3.47,5.09,167.64000000000001,67.0,Orthodox,0.41,0.62,0.8,0.3,1.56,0.77,135,1986,18,5,0,0,4.22,3.16,172.72,65.0,Orthodox,0.38,0.6,0.0,0.3,1.02,0.83,135,1991,12,5,0,0,33.0,28.0
UFC Fight Night: Lewis vs. Dos Santos,Zak Ottow,0.45,55.0,0.0,0.0,Alex Morono,0.32,31.0,1.0,1.0,"Wichita, Kansas, USA",3.0,1.0,Welterweight,0.0,KO/TKO,2019.0,1.66,3.43,160.02,66.0,Orthodox,0.54,0.67,0.5,0.56,3.35,0.65,125,1986,27,3,1,0,2.77,3.92,162.56,64.0,Orthodox,0.45,0.65,0.2,0.33,2.12,0.93,135,1987,16,2,0,0,33.0,32.0
UFC 235: Jones vs. Smith,Polyana Viana,0.44,174.0,0.0,0.0,Hannah Cifers,0.43,155.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Women's Strawweight,0.0,S-DEC,2019.0,3.07,3.76,182.88,71.0,Southpaw,0.42,0.6,0.5,0.28,0.92,0.71,155,1988,13,6,0,0,3.56,2.67,182.88,73.0,Southpaw,0.43,0.43,0.4,0.27,1.25,0.45,155,1986,13,6,0,0,31.0,33.0
UFC Fight Night: Lewis vs. Dos Santos,Louis Smolka,0.54,24.0,0.0,0.0,Matt Schnell,0.35,40.0,1.0,1.0,"Wichita, Kansas, USA",3.0,1.0,Bantamweight,0.0,SUB,2019.0,2.73,2.63,180.34,72.0,Orthodox,0.36,0.58,0.4,0.29,0.97,0.57,170,1986,17,7,0,0,4.09,5.22,180.34,72.0,Orthodox,0.42,0.57,0.3,0.2,0.3,0.53,170,1990,22,8,0,1,33.0,29.0
UFC Fight Night: Overeem vs. Oleinik,Rafael Fiziev,0.83,12.0,0.0,0.0,Magomed Mustafaev,1.0,1.0,0.0,0.0,"Saint Petersburg, Saint Petersburg, Russia",3.0,1.0,Lightweight,0.0,KO/TKO,2019.0,2.86,3.5,165.1,67.0,Orthodox,0.41,0.54,2.4,0.33,0.8,0.5,115,1992,13,5,0,0,5.39,4.99,154.94,62.0,Orthodox,0.44,0.52,0.3,1.0,0.26,0.64,115,1992,10,7,0,0,27.0,27.0
UFC Fight Night: Lewis vs. Dos Santos,Jeff Hughes,0.43,161.0,0.0,0.0,Maurice Greene,0.46,143.0,1.0,0.0,"Wichita, Kansas, USA",3.0,3.0,Heavyweight,0.0,S-DEC,2019.0,4.11,4.67,175.26,68.0,Orthodox,0.47,0.53,1.8,0.35,1.69,0.32,135,1991,17,9,0,0,4.46,4.24,172.72,70.0,Orthodox,0.39,0.55,1.1,0.44,0.63,0.46,125,1990,16,7,0,1,28.0,29.0
UFC Fight Night: Thompson vs. Pettis,Eric Shelton,0.3,81.0,0.0,0.0,Jordan Espinosa,0.44,105.0,3.0,1.0,"Nashville, Tennessee, USA",3.0,3.0,Flyweight,0.0,U-DEC,2019.0,4.86,4.81,172.72,71.0,Switch,0.5,0.5,0.0,0.4,0.36,0.92,155,1993,12,1,0,0,2.68,2.59,172.72,71.0,Orthodox,0.58,0.41,0.4,0.5,3.31,0.23,155,1988,14,4,0,0,26.0,31.0
UFC 236: Holloway vs. Poirier 2,Belal Muhammad,0.5,96.0,0.0,0.0,Curtis Millender,0.43,107.0,6.0,2.0,"Atlanta, Georgia, USA",3.0,3.0,Welterweight,1.0,U-DEC,2019.0,3.67,3.95,187.96,77.0,Orthodox,0.51,0.6,0.0,0.5,0.71,0.45,250,1988,10,4,0,1,3.61,3.28,200.66,80.0,Orthodox,0.45,0.45,0.4,0.0,0.0,0.27,258,1986,9,7,0,0,31.0,33.0
UFC 238: Cejudo vs. Moraes,Calvin Kattar,0.41,29.0,1.0,0.0,Ricardo Lamas,0.53,41.0,0.0,0.0,"Chicago, Illinois, USA",3.0,1.0,Featherweight,1.0,KO/TKO,2019.0,1.88,2.57,167.64000000000001,68.0,Orthodox,0.42,0.63,0.2,0.51,2.83,0.46,125,1991,12,6,0,0,2.94,4.22,167.64000000000001,69.0,Orthodox,0.52,0.57,0.2,0.28,0.75,0.7,125,1989,15,9,0,1,28.0,30.0
UFC 235: Jones vs. Smith,Macy Chiasson,0.56,25.0,0.0,0.0,Gina Mazany,0.51,49.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Women's Bantamweight,1.0,KO/TKO,2019.0,3.68,4.47,180.34,72.0,Orthodox,0.42,0.58,0.2,0.35,2.19,0.92,170,1988,22,3,0,1,2.95,3.86,187.96,76.0,Orthodox,0.46,0.61,0.0,1.0,0.43,0.57,170,1987,17,5,0,0,31.0,32.0
UFC 236: Holloway vs. Poirier 2,Montel Jackson,0.59,107.0,4.0,3.0,Andre Soukhamthath,0.48,62.0,1.0,1.0,"Atlanta, Georgia, USA",3.0,3.0,Bantamweight,1.0,U-DEC,2019.0,7.1,5.12,180.34,72.0,Orthodox,0.39,0.54,0.1,0.29,0.42,0.91,145,1988,23,7,0,0,2.87,3.13,172.72,71.0,Orthodox,0.47,0.57,0.9,0.33,1.84,0.46,145,1982,20,8,0,0,31.0,37.0
UFC 236: Holloway vs. Poirier 2,Randy Costa,0.39,88.0,0.0,0.0,Brandon Davis,0.45,101.0,0.0,0.0,"Atlanta, Georgia, USA",3.0,2.0,Bantamweight,0.0,SUB,2019.0,2.61,3.64,180.34,72.0,Orthodox,0.44,0.46,0.3,0.34,2.17,0.64,135,1991,9,3,0,0,3.52,3.73,167.64000000000001,68.0,Southpaw,0.5,0.5,0.2,0.52,4.34,0.33,125,1988,7,6,0,0,28.0,31.0
UFC 238: Cejudo vs. Moraes,Bevon Lewis,0.36,84.0,5.0,0.0,Darren Stewart,0.41,73.0,0.0,0.0,"Chicago, Illinois, USA",3.0,3.0,Middleweight,0.0,U-DEC,2019.0,1.4,3.39,177.8,75.0,Southpaw,0.54,0.63,0.3,0.71,3.54,0.67,135,1992,12,2,0,0,4.31,2.77,175.26,70.0,Orthodox,0.44,0.49,0.2,0.53,1.25,0.58,135,1988,13,8,0,0,27.0,31.0
UFC 238: Cejudo vs. Moraes,Angela Hill,0.37,249.0,1.0,1.0,Yan Xiaonan,0.49,144.0,3.0,1.0,"Chicago, Illinois, USA",3.0,3.0,Women's Strawweight,0.0,U-DEC,2019.0,7.58,6.53,175.26,73.0,Switch,0.46,0.58,0.0,0.0,0.0,0.5,135,1994,6,4,0,0,4.62,4.68,177.8,72.0,Orthodox,0.35,0.58,0.1,0.42,0.74,0.57,135,1990,14,10,0,0,25.0,29.0
UFC 236: Holloway vs. Poirier 2,Poliana Botelho,0.4,116.0,0.0,0.0,Lauren Mueller,0.55,84.0,2.0,2.0,"Atlanta, Georgia, USA",3.0,3.0,Women's Flyweight,1.0,U-DEC,2019.0,2.67,3.73,190.5,79.0,Orthodox,0.43,0.54,0.0,0.0,0.0,0.66,185,1991,7,3,0,0,3.29,3.05,182.88,74.0,Orthodox,0.45,0.48,0.1,0.45,1.75,0.67,205,1990,12,8,0,2,28.0,29.0
UFC 238: Cejudo vs. Moraes,Joanne Wood,0.37,221.0,2.0,0.0,Katlyn Chookagian,0.42,266.0,4.0,3.0,"Chicago, Illinois, USA",3.0,3.0,Women's Flyweight,0.0,U-DEC,2019.0,4.97,5.68,160.02,64.0,Orthodox,0.49,0.62,0.1,0.29,0.58,0.77,115,1985,15,12,0,0,3.53,5.45,165.1,63.0,Orthodox,0.44,0.61,0.0,0.66,0.87,0.7,115,1989,16,3,0,1,34.0,30.0
UFC Fight Night: Ngannou vs. Dos Santos,Dan Moret,0.6,79.0,6.0,2.0,Jared Gordon,0.46,73.0,2.0,2.0,"Minneapolis, Minnesota, USA",3.0,3.0,Lightweight,0.0,U-DEC,2019.0,2.8,2.9,172.72,67.0,Orthodox,0.58,0.54,0.0,0.57,0.85,0.76,125,1988,8,5,0,0,3.77,4.08,165.1,67.0,Orthodox,0.41,0.58,0.0,0.5,0.7,0.71,125,1991,5,3,0,0,31.0,28.0
UFC Fight Night: Ngannou vs. Dos Santos,Junior Albini,0.44,83.0,0.0,0.0,Maurice Greene,0.43,44.0,0.0,0.0,"Minneapolis, Minnesota, USA",3.0,1.0,Heavyweight,0.0,KO/TKO,2019.0,4.54,6.76,167.64000000000001,65.0,Orthodox,0.5,0.52,0.4,0.55,1.53,0.59,125,1985,15,8,0,0,4.41,4.59,175.26,68.0,Orthodox,0.34,0.63,0.3,0.15,0.27,0.54,125,1988,18,5,0,0,34.0,31.0
UFC Fight Night: Ngannou vs. Dos Santos,Vinicius Moreira,0.73,15.0,0.0,0.0,Eryk Anders,0.66,3.0,5.0,0.0,"Minneapolis, Minnesota, USA",3.0,1.0,Light Heavyweight,0.0,KO/TKO,2019.0,3.56,2.67,182.88,73.0,Southpaw,0.43,0.43,0.4,0.27,1.25,0.45,155,1986,13,6,0,0,3.22,5.36,175.26,68.0,Orthodox,0.58,0.58,0.0,0.4,2.07,0.61,155,1988,19,6,0,0,33.0,31.0
UFC Fight Night: Ngannou vs. Dos Santos,Paul Craig,0.36,22.0,0.0,0.0,Alonzo Menifield,0.53,13.0,1.0,0.0,"Minneapolis, Minnesota, USA",3.0,1.0,Light Heavyweight,0.0,KO/TKO,2019.0,6.08,3.98,190.5,74.0,Orthodox,0.51,0.52,0.0,0.37,1.54,1.0,264,1991,14,6,0,0,3.61,3.28,200.66,80.0,Orthodox,0.45,0.45,0.4,0.0,0.0,0.27,258,1986,9,7,0,0,28.0,33.0
UFC Fight Night: Ngannou vs. Dos Santos,Dalcha Lungiambula,0.74,43.0,6.0,4.0,Dequan Townsend,0.43,30.0,0.0,0.0,"Minneapolis, Minnesota, USA",3.0,3.0,Light Heavyweight,1.0,KO/TKO,2019.0,5.07,3.15,193.04,76.0,Orthodox,0.59,0.43,1.3,0.18,1.97,0.0,205,1989,9,5,0,0,4.22,3.39,185.42,75.0,Southpaw,0.47,0.5,0.1,0.26,1.59,0.79,185,1987,15,7,0,1,30.0,32.0
UFC 238: Cejudo vs. Moraes,Eddie Wineland,0.43,171.0,2.0,0.0,Grigory Popov,0.36,150.0,1.0,0.0,"Chicago, Illinois, USA",3.0,2.0,Bantamweight,1.0,KO/TKO,2019.0,2.79,2.47,190.5,76.0,Orthodox,0.46,0.47,1.7,0.2,1.85,0.5,205,1987,16,5,1,0,3.24,3.91,182.88,76.0,Orthodox,0.56,0.52,0.2,0.3,0.81,0.85,205,1987,13,3,0,0,32.0,32.0
UFC Fight Night: Ngannou vs. Dos Santos,Emily Whitmire,0.28,25.0,0.0,0.0,Amanda Ribas,0.51,41.0,5.0,2.0,"Minneapolis, Minnesota, USA",3.0,2.0,Women's Strawweight,0.0,SUB,2019.0,3.93,3.07,172.72,76.0,Orthodox,0.45,0.52,0.0,0.45,2.14,0.77,185,1987,11,6,0,0,3.92,1.23,190.5,79.0,Orthodox,0.34,0.38,0.0,0.0,0.0,0.46,205,1986,21,12,0,0,32.0,33.0
UFC Fight Night: Ngannou vs. Dos Santos,Journey Newson,0.33,120.0,3.0,3.0,Ricardo Ramos,0.3,123.0,1.0,0.0,"Minneapolis, Minnesota, USA",3.0,3.0,Bantamweight,0.0,U-DEC,2019.0,3.76,3.4,170.18,69.0,Orthodox,0.29,0.68,0.1,0.33,0.34,0.86,135,1984,24,16,1,0,4.2,3.63,170.18,68.0,Switch,0.37,0.55,0.0,0.0,0.0,0.45,135,1984,13,3,0,0,35.0,35.0
UFC Fight Night: Ngannou vs. Dos Santos,Marco Polo Reyes,0.59,27.0,0.0,0.0,Drew Dober,0.35,14.0,1.0,0.0,"Minneapolis, Minnesota, USA",3.0,1.0,Lightweight,0.0,KO/TKO,2019.0,2.98,2.5,165.1,63.0,Orthodox,0.31,0.54,0.5,0.66,1.9,0.7,125,1991,4,5,0,0,2.57,4.46,160.02,66.0,Orthodox,0.4,0.7,1.2,0.47,2.19,0.88,125,1993,11,3,0,0,28.0,26.0
UFC Fight Night: Ngannou vs. Dos Santos,Francis Ngannou,0.47,19.0,0.0,0.0,Junior Dos Santos,0.66,6.0,0.0,0.0,"Minneapolis, Minnesota, USA",5.0,1.0,Heavyweight,1.0,KO/TKO,2019.0,2.62,3.26,165.1,67.0,Orthodox,0.36,0.64,0.5,0.5,0.96,0.0,135,1989,10,3,0,1,3.82,3.32,175.26,72.0,Orthodox,0.38,0.57,0.6,0.58,2.58,0.72,145,1995,16,4,0,0,30.0,24.0
UFC Fight Night: Ngannou vs. Dos Santos,Roosevelt Roberts,0.35,87.0,3.0,2.0,Vinc Pichel,0.59,101.0,6.0,3.0,"Minneapolis, Minnesota, USA",3.0,3.0,Lightweight,0.0,U-DEC,2019.0,5.52,6.0,180.34,71.0,Orthodox,0.37,0.59,0.0,0.0,0.0,0.46,155,1984,8,7,0,0,4.16,4.47,172.72,70.0,Southpaw,0.4,0.51,0.1,0.17,0.75,0.54,155,1988,25,11,0,1,35.0,31.0
UFC Fight Night: Ngannou vs. Dos Santos,Anthony Rocco Martin,0.25,12.0,9.0,3.0,Demian Maia,0.23,95.0,0.0,0.0,"Minneapolis, Minnesota, USA",3.0,3.0,Welterweight,0.0,M-DEC,2019.0,2.16,2.33,193.04,83.0,Orthodox,0.41,0.41,0.3,0.62,0.76,0.71,250,1986,17,3,0,0,3.33,4.49,193.04,77.0,Orthodox,0.47,0.56,0.1,0.5,0.3,0.81,238,1984,21,9,0,0,33.0,35.0
UFC Fight Night: Gustafsson vs. Smith,Devin Clark,0.47,55.0,3.0,1.0,Darko Stosic,0.42,95.0,11.0,2.0,"Stockholm, Sweden",3.0,3.0,Light Heavyweight,1.0,U-DEC,2019.0,3.12,3.14,187.96,73.0,Orthodox,0.44,0.53,0.9,0.29,1.44,0.58,155,1994,10,3,0,1,2.5,3.56,177.8,72.0,Orthodox,0.47,0.58,0.2,0.54,3.0,0.23,155,1982,14,3,0,0,25.0,37.0
UFC Fight Night: Gustafsson vs. Smith,Nick Hein,0.46,79.0,3.0,1.0,Frank Camacho,0.49,201.0,0.0,0.0,"Stockholm, Sweden",3.0,2.0,Lightweight,0.0,KO/TKO,2019.0,2.59,2.68,182.88,73.0,Orthodox,0.37,0.58,1.0,0.27,0.71,0.68,170,1989,17,6,0,0,2.07,1.8,185.42,72.0,Southpaw,0.43,0.63,1.0,0.24,2.49,0.61,170,1977,28,11,0,0,30.0,42.0
UFC Fight Night: Ngannou vs. Dos Santos,Joseph Benavidez,0.31,48.0,3.0,1.0,Jussier Formiga,0.43,115.0,0.0,0.0,"Minneapolis, Minnesota, USA",3.0,2.0,Flyweight,1.0,KO/TKO,2019.0,2.86,2.94,182.88,75.0,Orthodox,0.55,0.44,0.1,0.35,2.3,0.55,205,1990,13,7,0,0,4.04,2.61,182.88,76.0,Orthodox,0.45,0.58,0.0,0.5,3.42,0.83,205,1992,13,4,0,0,29.0,27.0
UFC Fight Night: Gustafsson vs. Smith,Joel Alvarez,0.46,41.0,0.0,0.0,Danilo Belluardo,0.65,20.0,2.0,2.0,"Stockholm, Sweden",3.0,2.0,Lightweight,1.0,KO/TKO,2019.0,3.61,2.65,167.64000000000001,66.0,Southpaw,0.35,0.59,0.0,0.33,0.86,0.83,155,1984,14,5,0,1,7.44,6.56,177.8,73.0,Orthodox,0.46,0.51,0.0,0.31,1.11,0.73,155,1989,22,10,0,0,35.0,30.0
UFC Fight Night: Gustafsson vs. Smith,Stevie Ray,0.18,11.0,0.0,0.0,Leonardo Santos,0.75,16.0,0.0,0.0,"Stockholm, Sweden",3.0,1.0,Lightweight,0.0,KO/TKO,2019.0,2.67,3.52,162.56,65.0,Southpaw,0.34,0.61,0.6,0.3,1.41,0.62,125,1984,28,8,0,0,2.34,1.42,165.1,67.0,Orthodox,0.39,0.64,0.6,0.35,1.82,0.87,125,1985,23,8,0,0,35.0,34.0
UFC Fight Night: Gustafsson vs. Smith,Christos Giagos,0.39,61.0,1.0,1.0,Damir Hadzovic,0.41,113.0,13.0,6.0,"Stockholm, Sweden",3.0,3.0,Lightweight,1.0,U-DEC,2019.0,3.68,3.44,190.5,77.0,Orthodox,0.44,0.49,1.2,0.0,0.0,0.0,155,1993,19,3,0,0,4.79,1.52,182.88,74.0,Southpaw,0.61,0.41,0.0,1.0,3.5,0.5,155,1994,12,5,0,0,26.0,25.0
UFC Fight Night: Gustafsson vs. Smith,Lina Lansberg,0.54,11.0,4.0,1.0,Tonya Evinger,0.73,68.0,2.0,1.0,"Stockholm, Sweden",3.0,3.0,Women's Bantamweight,1.0,U-DEC,2019.0,2.93,3.73,177.8,70.0,Southpaw,0.44,0.54,0.6,0.46,0.75,0.55,155,1990,23,9,0,0,3.4,2.82,182.88,75.0,Orthodox,0.46,0.54,0.2,0.25,0.88,0.86,155,1980,18,7,1,0,29.0,39.0
UFC Fight Night: Dos Anjos vs. Lee,Julio Arce,0.46,160.0,1.0,1.0,Julian Erosa,0.26,160.0,0.0,0.0,"Rochester, New York, USA",3.0,3.0,Featherweight,1.0,KO/TKO,2019.0,2.87,2.81,177.8,71.0,Orthodox,0.41,0.48,0.4,0.41,3.21,0.52,155,1990,19,10,0,0,3.26,3.36,175.26,70.0,Orthodox,0.48,0.62,0.2,0.55,0.78,0.34,155,1986,14,7,0,0,29.0,33.0
UFC Fight Night: Gustafsson vs. Smith,Rostem Akman,0.39,100.0,5.0,2.0,Sergey Khandozhko,0.4,149.0,6.0,1.0,"Stockholm, Sweden",3.0,3.0,Welterweight,0.0,U-DEC,2019.0,3.86,2.7,170.18,65.0,Orthodox,0.55,0.44,0.1,0.27,0.56,0.48,135,1982,10,7,0,0,4.02,1.16,170.18,70.0,Orthodox,0.42,0.38,0.9,0.3,0.93,0.33,135,1981,19,8,0,1,37.0,38.0
UFC Fight Night: Gustafsson vs. Smith,Duda Santana,0.26,71.0,0.0,0.0,Bea Malecki,0.39,106.0,5.0,3.0,"Stockholm, Sweden",3.0,2.0,Women's Bantamweight,0.0,SUB,2019.0,3.1,4.38,170.18,70.0,Southpaw,0.36,0.68,0.4,0.3,0.49,0.95,135,1989,18,6,0,0,6.3,6.26,185.42,74.0,Southpaw,0.48,0.48,0.7,0.48,1.73,0.61,145,1989,28,10,0,0,30.0,30.0
UFC Fight Night: Gustafsson vs. Smith,Sung Bin Jo,0.48,83.0,6.0,1.0,Daniel Teymur,0.33,63.0,3.0,1.0,"Stockholm, Sweden",3.0,3.0,Featherweight,0.0,U-DEC,2019.0,3.97,1.8,177.8,72.0,Switch,0.25,0.57,0.0,0.4,1.0,0.87,170,1991,6,2,0,0,2.37,3.41,185.42,74.0,Orthodox,0.41,0.6,0.0,0.28,0.76,0.61,170,1992,28,6,1,0,28.0,27.0
UFC Fight Night: Dos Anjos vs. Lee,Zak Cummings,0.34,100.0,2.0,0.0,Trevin Giles,0.48,64.0,0.0,0.0,"Rochester, New York, USA",3.0,3.0,Middleweight,1.0,SUB,2019.0,2.72,6.01,170.18,73.0,Orthodox,0.39,0.73,0.0,0.6,6.44,0.0,145,1996,3,1,0,0,6.96,6.84,175.26,74.0,Orthodox,0.46,0.62,1.1,0.0,0.0,0.78,135,1991,4,1,0,0,23.0,28.0
UFC Fight Night: Gustafsson vs. Smith,Anthony Smith,0.47,151.0,3.0,1.0,Alexander Gustafsson,0.47,104.0,1.0,0.0,"Stockholm, Sweden",5.0,4.0,Light Heavyweight,1.0,SUB,2019.0,2.67,1.4,182.88,72.0,Orthodox,0.33,0.51,1.0,0.33,1.0,0.83,145,1992,9,1,0,0,3.93,3.08,165.1,69.0,Orthodox,0.46,0.56,0.3,0.18,0.56,0.6,145,1988,7,4,0,0,27.0,31.0
UFC Fight Night: Gustafsson vs. Smith,Jimi Manuwa,0.66,3.0,0.0,0.0,Aleksandar Rakic,0.28,7.0,0.0,0.0,"Stockholm, Sweden",3.0,1.0,Light Heavyweight,0.0,KO/TKO,2019.0,2.83,2.58,182.88,75.0,Southpaw,0.32,0.55,0.7,0.28,0.68,0.65,185,1984,24,7,0,0,1.99,2.9,182.88,74.0,Orthodox,0.54,0.6,0.4,0.57,1.46,0.73,170,1992,15,4,0,0,35.0,27.0
UFC Fight Night: Gustafsson vs. Smith,Chris Fishgold,0.33,27.0,2.0,1.0,Makwan Amirkhani,0.3,52.0,0.0,0.0,"Stockholm, Sweden",3.0,2.0,Featherweight,0.0,SUB,2019.0,4.37,2.99,193.04,76.0,Orthodox,0.47,0.42,0.7,0.27,0.44,0.48,205,1988,36,17,0,0,3.53,4.03,195.57999999999998,79.0,Orthodox,0.4,0.51,0.4,0.39,1.53,0.83,205,1987,18,8,0,0,31.0,32.0
UFC Fight Night: Dos Anjos vs. Lee,Grant Dawson,0.48,41.0,0.0,0.0,Michael Trizano,0.48,56.0,10.0,3.0,"Rochester, New York, USA",3.0,2.0,Featherweight,1.0,SUB,2019.0,3.97,3.43,185.42,79.0,Orthodox,0.54,0.49,0.4,0.18,0.53,0.7,205,1980,17,6,0,0,2.3,4.01,193.04,78.0,Orthodox,0.5,0.53,0.2,0.25,0.82,0.9,205,1992,14,3,0,0,39.0,27.0
